"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 20:28:57 GMT 2023","Wed Jul 26 20:28:57 GMT 2023","526","chromium","","","","","Validar status code 404 com espécie não existente",""
"passed","Wed Jul 26 20:29:00 GMT 2023","Wed Jul 26 20:29:01 GMT 2023","967","chromium","","","","","Validar o endpoint GET /starships/{id}",""
"passed","Wed Jul 26 20:29:02 GMT 2023","Wed Jul 26 20:29:04 GMT 2023","2055","chromium","","","","","Validar o endpoint GET /starships",""
"passed","Wed Jul 26 20:28:51 GMT 2023","Wed Jul 26 20:28:53 GMT 2023","1069","chromium","","","","","Validar o endpoint GET /planets/{id}",""
"passed","Wed Jul 26 20:29:05 GMT 2023","Wed Jul 26 20:29:07 GMT 2023","1677","chromium","","","","","Validar o endpoint GET /vehicles",""
"passed","Wed Jul 26 20:28:46 GMT 2023","Wed Jul 26 20:28:47 GMT 2023","1287","chromium","","","","","Validar o endpoint GET /people/{id}",""
"passed","Wed Jul 26 20:28:57 GMT 2023","Wed Jul 26 20:29:00 GMT 2023","2870","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:28:38 GMT 2023","Wed Jul 26 20:28:46 GMT 2023","8116","chromium","","","","","Validar o endpoint GET /films",""
"passed","Wed Jul 26 20:28:48 GMT 2023","Wed Jul 26 20:28:51 GMT 2023","3353","chromium","","","","","Validar o endpoint GET /people",""
"passed","Wed Jul 26 20:28:55 GMT 2023","Wed Jul 26 20:28:57 GMT 2023","1069","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:28:53 GMT 2023","Wed Jul 26 20:28:53 GMT 2023","787","chromium","","","","","Validar status code 404 com planeta não existente",""
"passed","Wed Jul 26 20:28:37 GMT 2023","Wed Jul 26 20:28:38 GMT 2023","786","chromium","","","","","Validar status code 404 com filme não existente",""
"passed","Wed Jul 26 20:28:36 GMT 2023","Wed Jul 26 20:28:37 GMT 2023","1404","chromium","","","","","Validar o endpoint GET /films/{id}/",""
"passed","Wed Jul 26 20:28:53 GMT 2023","Wed Jul 26 20:28:55 GMT 2023","2132","chromium","","","","","Validar o endpoint GET /planets",""
"passed","Wed Jul 26 20:29:01 GMT 2023","Wed Jul 26 20:29:02 GMT 2023","854","chromium","","","","","Validar status code 404 com espaçonave não existente",""
"passed","Wed Jul 26 20:29:04 GMT 2023","Wed Jul 26 20:29:05 GMT 2023","719","chromium","","","","","Validar o endpoint GET /vehicles/{id}",""
"passed","Wed Jul 26 20:28:47 GMT 2023","Wed Jul 26 20:28:48 GMT 2023","789","chromium","","","","","Validar status code 404 com personagem não existente",""
"passed","Wed Jul 26 20:29:05 GMT 2023","Wed Jul 26 20:29:05 GMT 2023","763","chromium","","","","","Validar status code 404 com veículo não existente",""
