"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 20:16:41 GMT 2023","Wed Jul 26 20:16:43 GMT 2023","2023","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:15:50 GMT 2023","Wed Jul 26 20:15:59 GMT 2023","9258","chromium","","","","","Validar o endpoint GET /films/{id}/",""
"passed","Wed Jul 26 20:15:59 GMT 2023","Wed Jul 26 20:16:00 GMT 2023","1030","chromium","","","","","Validar status code 404 com filme não existente",""
"passed","Wed Jul 26 20:16:54 GMT 2023","Wed Jul 26 20:16:56 GMT 2023","1802","chromium","","","","","Validar status code 404 com espaçonave não existente",""
"passed","Wed Jul 26 20:16:45 GMT 2023","Wed Jul 26 20:16:51 GMT 2023","5643","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:16:32 GMT 2023","Wed Jul 26 20:16:34 GMT 2023","1757","chromium","","","","","Validar o endpoint GET /planets/{id}",""
"passed","Wed Jul 26 20:16:15 GMT 2023","Wed Jul 26 20:16:17 GMT 2023","2020","chromium","","","","","Validar o endpoint GET /people/{id}",""
"passed","Wed Jul 26 20:16:19 GMT 2023","Wed Jul 26 20:16:32 GMT 2023","12589","chromium","","","","","Validar o endpoint GET /people",""
"passed","Wed Jul 26 20:17:01 GMT 2023","Wed Jul 26 20:17:05 GMT 2023","4258","chromium","","","","","Validar o endpoint GET /vehicles/{id}",""
"passed","Wed Jul 26 20:16:17 GMT 2023","Wed Jul 26 20:16:19 GMT 2023","2436","chromium","","","","","Validar status code 404 com personagem não existente",""
"passed","Wed Jul 26 20:17:07 GMT 2023","Wed Jul 26 20:17:12 GMT 2023","5122","chromium","","","","","Validar o endpoint GET /vehicles",""
"passed","Wed Jul 26 20:16:35 GMT 2023","Wed Jul 26 20:16:41 GMT 2023","5419","chromium","","","","","Validar o endpoint GET /planets",""
"passed","Wed Jul 26 20:17:05 GMT 2023","Wed Jul 26 20:17:07 GMT 2023","1796","chromium","","","","","Validar status code 404 com veículo não existente",""
"passed","Wed Jul 26 20:16:00 GMT 2023","Wed Jul 26 20:16:15 GMT 2023","14693","chromium","","","","","Validar o endpoint GET /films",""
"passed","Wed Jul 26 20:16:34 GMT 2023","Wed Jul 26 20:16:35 GMT 2023","1414","chromium","","","","","Validar status code 404 com planeta não existente",""
"passed","Wed Jul 26 20:16:51 GMT 2023","Wed Jul 26 20:16:54 GMT 2023","3011","chromium","","","","","Validar o endpoint GET /starships/{id}",""
"passed","Wed Jul 26 20:16:56 GMT 2023","Wed Jul 26 20:17:01 GMT 2023","5033","chromium","","","","","Validar o endpoint GET /starships",""
"passed","Wed Jul 26 20:16:43 GMT 2023","Wed Jul 26 20:16:45 GMT 2023","2496","chromium","","","","","Validar status code 404 com espécie não existente",""
