"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 20:28:34 GMT 2023","Wed Jul 26 20:28:35 GMT 2023","616","chromium","","","","","Validar status code 404 com espécie não existente",""
"passed","Wed Jul 26 20:28:39 GMT 2023","Wed Jul 26 20:28:41 GMT 2023","2382","chromium","","","","","Validar o endpoint GET /starships",""
"passed","Wed Jul 26 20:28:29 GMT 2023","Wed Jul 26 20:28:30 GMT 2023","1120","chromium","","","","","Validar o endpoint GET /planets/{id}",""
"passed","Wed Jul 26 20:28:38 GMT 2023","Wed Jul 26 20:28:39 GMT 2023","744","chromium","","","","","Validar status code 404 com espaçonave não existente",""
"passed","Wed Jul 26 20:28:15 GMT 2023","Wed Jul 26 20:28:17 GMT 2023","1815","chromium","","","","","Validar o endpoint GET /films/{id}/",""
"passed","Wed Jul 26 20:28:37 GMT 2023","Wed Jul 26 20:28:38 GMT 2023","898","chromium","","","","","Validar o endpoint GET /starships/{id}",""
"passed","Wed Jul 26 20:28:26 GMT 2023","Wed Jul 26 20:28:29 GMT 2023","3647","chromium","","","","","Validar o endpoint GET /people",""
"passed","Wed Jul 26 20:28:43 GMT 2023","Wed Jul 26 20:28:45 GMT 2023","1732","chromium","","","","","Validar o endpoint GET /vehicles",""
"passed","Wed Jul 26 20:28:30 GMT 2023","Wed Jul 26 20:28:31 GMT 2023","697","chromium","","","","","Validar status code 404 com planeta não existente",""
"passed","Wed Jul 26 20:28:17 GMT 2023","Wed Jul 26 20:28:18 GMT 2023","841","chromium","","","","","Validar status code 404 com filme não existente",""
"passed","Wed Jul 26 20:28:25 GMT 2023","Wed Jul 26 20:28:26 GMT 2023","607","chromium","","","","","Validar status code 404 com personagem não existente",""
"passed","Wed Jul 26 20:28:24 GMT 2023","Wed Jul 26 20:28:25 GMT 2023","1011","chromium","","","","","Validar o endpoint GET /people/{id}",""
"passed","Wed Jul 26 20:28:41 GMT 2023","Wed Jul 26 20:28:42 GMT 2023","1000","chromium","","","","","Validar o endpoint GET /vehicles/{id}",""
"passed","Wed Jul 26 20:28:18 GMT 2023","Wed Jul 26 20:28:24 GMT 2023","6334","chromium","","","","","Validar o endpoint GET /films",""
"passed","Wed Jul 26 20:28:42 GMT 2023","Wed Jul 26 20:28:43 GMT 2023","845","chromium","","","","","Validar status code 404 com veículo não existente",""
"passed","Wed Jul 26 20:28:35 GMT 2023","Wed Jul 26 20:28:37 GMT 2023","2341","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:28:33 GMT 2023","Wed Jul 26 20:28:34 GMT 2023","1006","chromium","","","","","Validar o endpoint GET /species",""
"passed","Wed Jul 26 20:28:31 GMT 2023","Wed Jul 26 20:28:33 GMT 2023","2198","chromium","","","","","Validar o endpoint GET /planets",""
